protein,scaffold,KO,AMG,KO.name,KO.evalue,KO.score,KO.v.score,Pfam,Pfam.name,Pfam.evalue,Pfam.score,Pfam.v.score.x,VOG,VOG.name,VOG.evalue,VOG.score,VOG.v.score.x,total.genes,all.KEGG,KEGG.v.score,all.Pfam,Pfam.v.score.y,all.VOG,VOG.v.score.y,KEGG.int.rep,KEGG.zero,Pfam.int.rep,Pfam.zero,VOG.redoxin,VOG.rec.tran,VOG.int,VOG.RnR,VOG.DNA,KEGG.restriction.check,KEGG.toxin.check,VOG.special,annotation.check,p_v.check,p_k.check,k_v.check,k.check,p.check,v.check,h.check,type,Quality,prophageID,newName
NODE_31_length_63356_cov_57.483275_70,NODE_31_length_63356_cov_57.483275,,NA,,NA,NA,NA,,,NA,NA,NA,VOG01027,sp|P26744|PORTL_BPP22 Portal protein,2.3e-31,101.6,2.73,72,4,8.03,6,5.21,14,51.91,1,0,1,0,0,0,1,0,1,0,0,2,2,3,0,2,0,1,7,57,lysogenic,medium quality draft,MB20-33_prophage1,MB20-33
NODE_31_length_63356_cov_57.483275_70,NODE_31_length_63356_cov_57.483275,,NA,,NA,NA,NA,,,NA,NA,NA,VOG01027,sp|P26744|PORTL_BPP22 Portal protein,2.3e-31,101.6,2.73,72,4,8.03,6,5.21,14,51.91,1,0,1,0,0,0,1,0,1,0,0,2,2,3,0,2,0,1,7,57,lysogenic,complete circular,MB20-33_prophage2,MB20-33
NODE_31_length_63356_cov_57.483275_71,NODE_31_length_63356_cov_57.483275,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,72,4,8.03,6,5.21,14,51.91,1,0,1,0,0,0,1,0,1,0,0,2,2,3,0,2,0,1,7,57,lysogenic,medium quality draft,MB20-33_prophage1,MB20-33
NODE_31_length_63356_cov_57.483275_71,NODE_31_length_63356_cov_57.483275,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,72,4,8.03,6,5.21,14,51.91,1,0,1,0,0,0,1,0,1,0,0,2,2,3,0,2,0,1,7,57,lysogenic,complete circular,MB20-33_prophage2,MB20-33
NODE_31_length_63356_cov_57.483275_72,NODE_31_length_63356_cov_57.483275,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,72,4,8.03,6,5.21,14,51.91,1,0,1,0,0,0,1,0,1,0,0,2,2,3,0,2,0,1,7,57,lysogenic,medium quality draft,MB20-33_prophage1,MB20-33
NODE_31_length_63356_cov_57.483275_72,NODE_31_length_63356_cov_57.483275,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,72,4,8.03,6,5.21,14,51.91,1,0,1,0,0,0,1,0,1,0,0,2,2,3,0,2,0,1,7,57,lysogenic,complete circular,MB20-33_prophage2,MB20-33
NODE_8_length_275755_cov_21.016149_fragment_2_80,NODE_8_length_275755_cov_21.016149_fragment_2,K06223,NA,dam; DNA adenine methylase [EC:2.1.1.72],6.9e-20,66,2.63,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_81,NODE_8_length_275755_cov_21.016149_fragment_2,K00560,NA,"thyA, TYMS; thymidylate synthase [EC:2.1.1.45]",1.3e-22,74.9,3.96,PF00303.19,Thymidylate synthase,4.1e-21,67.8,3.79,VOG00688,sp|P00471|TYSY_BPT4 Thymidylate synthase,3.6e-25,80.9,10,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_82,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_83,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_84,NODE_8_length_275755_cov_21.016149_fragment_2,K00986,NA,ltrA; RNA-directed DNA polymerase [EC:2.7.7.49],3.6e-19,63.3,0.41,PF00078.27,Reverse transcriptase (RNA-dependent DNA polymerase),3.1e-14,45.5,0.39,VOG17629,REFSEQ gp20 protein,2.8999999999999996e-49,160.3,0.61,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_85,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_86,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_87,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,VOG04295,REFSEQ hypothetical protein,3.799999999999999e-65,212,0.13,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_88,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_89,NODE_8_length_275755_cov_21.016149_fragment_2,K20478,NA,GOLGB1; golgin subfamily B member 1,3.8e-30,98.1,0.31,,,NA,NA,NA,VOG03425,REFSEQ tape measure protein,3.9e-38,123.1,0.19,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_90,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_91,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_92,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_93,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_94,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_95,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,VOG00699,sp|P20331|ENLYS_BPT3 Endolysin,4.1999999999999996e-27,88.3,5.38,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_96,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_97,NODE_8_length_275755_cov_21.016149_fragment_2,K01358,NA,"clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",1.6999999999999998e-36,120.7,2.48,PF00574.23,Clp protease,5.2e-33,107,2.58,VOG00719,sp|A3N1T0|CLPP_ACTP2 ATP-dependent Clp protease proteolytic subunit,1.6999999999999998e-43,142.1,10,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_98,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_99,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,VOG00677,"sp|P10310|TERL_BPT3 Terminase, large subunit gp19",1.1000000000000001e-30,99,10,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_100,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,PF07030.12,Protein of unknown function (DUF1320),5.7e-13,41.6,0.37,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_101,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,PF06074.12,Protein of unknown function (DUF935),1.7e-40,131.7,0.56,VOG01729,sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29,4.4e-26,84.3,9.71,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_102,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,VOG17540,REFSEQ capsid maturation protease,6.2e-17,53.6,0.42,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_103,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_104,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_105,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_106,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_107,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_108,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_109,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_110,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_111,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_112,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_113,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_114,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_115,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_116,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_117,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_118,NODE_8_length_275755_cov_21.016149_fragment_2,K07132,NA,MuB; ATP-dependent target DNA activator [EC:3.6.1.3],1.1e-52,173.8,0.26,PF13401.6,AAA domain,4.2999999999999995e-18,58.4,0.23,VOG01384,sp|P03763|TARGB_BPMU ATP-dependent target DNA activator B,3.3e-26,84.7,1.54,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_8_length_275755_cov_21.016149_fragment_2_119,NODE_8_length_275755_cov_21.016149_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,VOG00758,sp|P16942|T629_SHISO Transposase for insertion sequence element IS629,1.1000000000000001e-20,66.8,2.68,40,6,10.049999999999999,6,7.92,11,50.660000000000004,0,0,0,0,0,1,0,1,1,0,0,3,4,1,0,1,1,1,5,27,lysogenic,medium quality draft,MB20-34_prophage1,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_65,NODE_16_length_122151_cov_21.414533_fragment_2,K02314,NA,dnaB; replicative DNA helicase [EC:3.6.4.12],3.799999999999999e-127,419.2,5.15,PF03796.15,DnaB-like helicase C terminal domain,3.1999999999999996e-88,289.1,5.28,VOG00557,sp|P04530|VG41_BPT4 ATP-dependent helicase 41,4.599999999999999e-73,239.9,10,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_66,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,PF18291.1,"HU domain fused to wHTH, Ig, or Glycine-rich motif",7.699999999999999e-25,81.2,0,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_67,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_68,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_69,NODE_16_length_122151_cov_21.414533_fragment_2,K06400,NA,spoIVCA; site-specific DNA recombinase,3.1e-48,158.9,2.76,PF00239.21,"Resolvase, N terminal domain",5.2e-17,56.1,3.05,VOG00520,sp|P03015|GIN_BPMU Serine recombinase gin,9.8e-50,162.6,10,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_70,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,PF16378.5,Domain of unknown function,1.5e-30,100,0,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_71,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,PF15283.6,Domain of unknown function (DUF4595) with porin-like fold,1.9e-22,74,0,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_72,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_73,NODE_16_length_122151_cov_21.414533_fragment_2,K04763,NA,xerD; integrase/recombinase XerD,1.3e-22,74.9,2.87,PF00589.22,Phage integrase family,3.6e-21,69.5,9.33,VOG00041,sp|O10330|VLF1_NPVOP Very late expression factor 1,9.6e-25,80.6,10,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_74,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_75,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,PF12987.7,"Domain of unknown function, B. Theta Gene description (DUF3871)",2.4999999999999994e-149,490.1,0,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_76,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_77,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_78,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_79,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_80,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_81,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_82,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_83,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_84,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
NODE_16_length_122151_cov_21.414533_fragment_2_85,NODE_16_length_122151_cov_21.414533_fragment_2,,NA,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,4,11.040000000000001,15,24.419999999999998,14,74.54,2,0,2,6,0,1,1,0,3,0,0,5,4,5,0,0,0,6,5,38,lysogenic,high quality draft,MB20-34_prophage2,MB20-34
